"","PaperId","AuthorId","AffiliationId","AuthorSequenceNumber","OriginalAuthor"
"1","1564470570",1774367979,4068193,2,"Živan Živković"
"2","1564470570",2107285182,4068193,1,"Dragana Živković"
"3","1564482207",1988574859,NA,4,"Bojana Acimovic"
"4","1564482207",2022334922,NA,3,"Marija Laban Lazovic"
"5","1564482207",2492550789,NA,5,"Aleksandar Radic"
"6","1564482207",2709821801,NA,1,"Ana Blanka"
"7","1564482207",2720780876,NA,2,"Tatjana Adzic Vukicevic"
"8","1564557165",2318793939,4068193,1,"Bośko S. Jovanovic"
"9","1564698558",2700316841,4068193,1,"S. Peric"
"10","1564802832",2110440820,4068193,1,"Nebojša D. Nikolić"
"11","1564802832",2574298663,4068193,2,"Konstantin I. Popov"
"12","1565023761",2634216238,4068193,3,"Srđan Blagojević"
"13","1565047572",2061648226,4068193,1,"Zoran Stevanović"
"14","1565047572",2164099647,1338124936,3,"Aleksandra Maran"
"15","1565086159",2006480665,10572248,2,"Mladen Stanojevic"
"16","1565086159",2311599773,10572248,1,"Sanja Vranes"
"17","1565125023",76148593,1304155728,3,"Sasa Vasilijic"
"18","1565125023",1165141107,1304155728,7,"Ivana Majstorovic"
"19","1565125023",1416318577,1304155728,9,"Jelena Djokic"
"20","1565125023",1846203094,1304155728,8,"Dragana Vucevic"
"21","1565125023",1943944048,1304155728,1,"Ivan Rajkovic"
"22","1565125023",2029769582,1304155728,6,"Sergej Tomic"
"23","1565125023",2037635845,1304155728,2,"Ana Dragicevic"
"24","1565125023",2095941671,4068193,4,"Biljana Bozic"
"25","1565125023",2095941671,1304155728,4,"Biljana Bozic"
"26","1565125023",2130025738,152518017,11,"Miodrag Colic"
"27","1565125023",2130025738,1304155728,11,"Miodrag Colic"
"28","1565125023",2289120511,1304155728,10,"Bela Balint"
"29","1565125023",2472029952,152518017,5,"Tanja Dzopalic"
"30","1565125023",2472029952,1304155728,5,"Tanja Dzopalic"
"31","1565285377",2280127634,4068193,2,"Zoran Jovanović"
"32","1565297950",2223079830,4068193,2,"Mihajlo Boovic"
"33","1565297950",2227210773,4068193,1,"Duan N. Grujic"
"34","1565297950",2436495480,NA,3,"Milan Savic"
"35","1565327767",246618426,NA,1,"Gheorghe Dulhai"
"36","1565897144",1923635205,NA,5,"N. Filipović"
"37","1565897144",1972230503,4068193,9,"G. Brajušković"
"38","1565897144",1994622583,NA,7,"V. Vukotić"
"39","1565897144",1998294809,4068193,2,"D. Savić Pavićević"
"40","1565897144",2010565226,4068193,8,"S. Romac"
"41","1565897144",2061189995,4068193,1,"Z. Nikolić"
