"","PaperId","AuthorId","AffiliationId","AuthorSequenceNumber","OriginalAuthor"
"53","95690089",404893672,4068193,9,"M. Radmilovic-Radenovic"
"54","95690089",583984501,4068193,5,"Zeljka D. Nikitovic"
"55","95690089",1984642244,4068193,2,"Sasa Dujko"
"56","95690089",2100453049,4068193,3,"Dragana Maric"
"57","95690089",2103033614,4068193,8,"Vladimir M. Stojanovic"
"58","95690089",2222988242,4068193,7,"Jelena Jovanovic"
"59","95690089",2250438081,4068193,1,"Zoran Lj. Petrovic"
"60","95690089",2306435200,4068193,4,"Gordana N. Malovic"
"61","95690089",2463538835,4068193,6,"Olivera M. Sasic"
"62","95775620",1984454093,4068193,1,"D. S. Mitrinović"
"63","95821551",91530389,4068193,2,"Predrag Janičić"
"64","95863444",91530389,4068193,2,"Predrag Janičić"
"65","95863444",2123243757,4068193,1,"Mladen Nikolić"
"66","96842362",2681142419,NA,1,"Danilo Suvorov"
"67","98195306",2420931264,4068193,3,"Viktorija Bojovic"
"68","98195306",2639704110,4068193,2,"Maja Kuzmanovic"
"69","98195306",2746677320,4068193,1,"Ankica Antic-Jovanovic"
"70","98335775",2175526569,NA,1,"Renato Zorzenon dos Santos"
"71","98760610",2014925627,4068193,2,"Ivana Mileusnić"
"72","98760610",2023014427,4068193,1,"Ivan Đuričić"
"73","98760610",2207776962,4068193,5,"Đuro Koruga"
"74","98760610",2345983130,4068193,4,"Lidija Matija"
"75","98780350",1396184884,4068193,2,"Zoran Rakic"
"76","99036835",331109915,4068193,3,"Mirjana B. Pasulj"
"77","99036835",1935743310,4068193,1,"Tomislav J. Janjić"
"78","99036835",2309471256,4068193,2,"Lidija B. Pfendt"
"79","99095639",2695233524,NA,1,"Rm Bartolomé Comas"
"80","99972494",2330000779,4068193,1,"Zlatan Stojkovic"
"81","99975824",2755105897,4068193,1,"Jelenka Savkovic-Stevanovic"
"82","100078993",2629280678,4068193,2,"D. Marković"
"83","100078993",2683714249,4068193,1,"S. Nestorović"
"84","100088439",1981924555,4068193,1,"Branko Karadžić"
"85","100088439",2108664262,4068193,2,"Snežana Jarić"
"86","100088439",2162144067,4068193,3,"Pavle Pavlović"
"87","100088439",2286437564,4068193,4,"Miroslava Mitrović"
"88","100093387",2055968703,4068193,1,"Marko Ivetić"
"89","100160662",1519722204,4068193,1,"Mirjana Djorić"
"90","100166152",2134015110,130442723,2,"Ribas Antonio Vidal"
"91","100847823",1134298380,4068193,2,"Katarina Veljovic"
"92","100880292",2672019628,NA,1,"V. Markovic"
"93","101191187",1279436503,4068193,1,"Jovo P. Jaric"
"94","101214413",1973215949,NA,2,"Lara Lebedinski"
"95","101272632",2010833056,4068193,6,"Dejan Šabić"
"96","101272632",2013925208,4068193,1,"Milovan Pecelj"
"97","101272632",2081780348,4068193,3,"Danimir Mandić"
"98","101272632",2259609025,4068193,5,"Bogdan Lukić"
"99","101314486",2003763025,25217355,1,"Alessandro Lascialfari"
"100","101848724",2151993741,199691007,1,"Ravi Datt Sharma"
"101","103445597",2804224213,4068193,2,"Keca Nenad"
"102","103876216",2146201574,NA,1,"Michael Thomas Vincent Johnson"
"103","104081774",1902650287,4068193,1,"Voja Radovanovic"
"104","104230135",2043819553,4068193,1,"Darko Vasiljević"
"105","104253503",2052880240,4068193,1,"Vesna B. Mišković-Stanković"
"106","104429769",2886807925,NA,6,"Муллаянова Е А"
"107","104701050",2644866341,4068193,2,"A. Djokic"
"108","104701050",2699932613,4068193,1,"B. Pejkic"
"109","104968263",2136865961,4068193,1,"Aleksandar Perović"
"110","104968263",2467524103,4068193,2,"Dragan Doder"
"111","105015100",2600095627,NA,3,"Zoran Miliċeviċ"
"112","105015100",2602172506,NA,2,"Milena Jelikiċ-Stankov"
"113","105044038",2428511554,861853513,1,"Ilaria Mogno"
"114","106599167",2657142439,NA,1,"Z. Rakić"
"115","107287929",2134473808,4068193,1,"Miloš Marjanović"
"116","107362803",2497789701,4068193,2,"Nebojša T. Milošević"
"117","107480511",1519722204,4068193,1,"Mirjana Djorić"
"118","107515529",2673525413,4068193,3,"S. Sedmak"
"119","107650427",2645571420,4068193,1,"Z. Popović"
"120","107809823",1925498118,4068193,3,"V. Srećković"
"121","107809823",2774515342,4068193,2,"D. Šulić"
"122","107809823",2799132008,4068193,1,"V. Čadež"
"123","107850318",2113557634,NA,1,"Miroslav Pavlović"
"124","108227900",2576187877,NA,1,"Alexandru Stoica"
"125","109013059",2120198053,4068193,4,"Ana Savic"
"126","109430776",2161096233,199691007,1,"Sandra Aparecida Santos"
"127","110009980",2014598089,NA,5,"G. Stanisic"
"128","110041256",1890858480,4068193,1,"Serafim Opricovic"
"129","110041256",1890858480,148366613,1,"Serafim Opricovic"
"130","110041256",1895214452,4068193,2,"Gwo-Hshiung Tzeng"
"131","110041256",1895214452,148366613,2,"Gwo-Hshiung Tzeng"
"132","110104355",670318747,4068193,1,"Dušan Teodorovič"
"133","110104355",2218333087,4068193,2,"Katarina Vukadinovič"
"134","110213917",2109184444,NA,3,"D. S. Pesic"
"135","110213917",2196087805,4068193,2,"V. D. Bojovic"
"136","110213917",2746677320,4068193,1,"Ankica Antic-Jovanovic"
"137","110552657",2427417118,4068193,2,"A. Vranešević"
"138","110552657",2693310881,4068193,1,"D. Kostić"
"139","110719321",2001908414,4068193,5,"Goran Radunovic"
"140","110829362",2027668600,4068193,1,"I. Holclajtner"
"141","110829362",2044402989,4068193,2,"V. Georgijević"
"142","110829362",2706819439,4068193,3,"V. Vukanović"
"143","110982408",2208159041,NA,3,"M. Jankov"
"144","111062357",2040002144,4068193,1,"Dubravka Mijuca"
"145","111945848",1678607590,861853513,2,"Marco Schaerf"
"146","112654646",2651036839,NA,1,"D. Stojanović"
"147","112750284",2892976898,NA,3,"Daniela Ducci"
"148","114472621",2032952638,4068193,2,"Milan Damnjanović"
"149","114472621",2309617546,4068193,3,"Ivanka Milošević"
"150","114472621",2779759271,4068193,1,"Zoran Popović"
"151","114804951",2715381252,NA,1,"M. Sokcic-Kostic"
"152","114967433",1984454093,4068193,1,"D. S. Mitrinović"
"153","114989263",2903942063,71999127,1,"Manuel Mañós Pujol"
"154","115832592",81352735,4068193,1,"Marija Mostarica-Stojković"
"155","115832592",2190673350,4068193,3,"Mirjana Kostić"
"156","115832592",2579417408,4068193,4,"Miodrag L. Lukić"
"157","115832592",2694398783,4068193,2,"Lota Ejdus-Konstantinović"
"158","115896559",2417818896,NA,1,"Nina Vlahović"
"159","115931818",2003427699,4068193,1,"Z. Jakovljevic"
"160","115931818",2005444447,4068193,2,"P. B. Petrovic"
"161","116070721",2498453445,NA,1,"M. Popov"
"162","116081115",2667797462,NA,1,"P. S. Uskoković"
"163","116081115",2672796940,NA,4,"R. R. Aleksić"
"164","116081115",2718081804,NA,2,"A. M. Orlović"
"165","116081115",2719585183,NA,3,"S. S. Putić"
"166","116277079",2684389898,4068193,1,"R.R. Adžić"
"167","116356289",2026707201,4068193,4,"Radomir Matovic"
"168","116356289",2137920546,4068193,5,"Radomir N. Saicic"
"169","116356289",2290586100,4068193,1,"Gojko Lalic"
"170","116356289",2657932902,4068193,3,"Danica P. Galonic"
"171","116356289",2821948046,4068193,2,"Zeljko Petrovski"
"172","116543106",2005418357,4068193,3,"Stela Filipi Matutinovic"
"173","116543106",2127133343,4068193,1,"Aleksandra Popovic"
"174","116543106",2256804712,4068193,2,"Sanja Antonic"
"175","116548240",1981073901,4068193,2,"Danica Dzinovic"
"176","116548240",1993205978,4068193,3,"Dragan Martinovic"
"177","116548240",2081780348,4068193,1,"Danimir Mandic"
"178","116642884",2110440820,4068193,1,"Nebojša D. Nikolić"
"179","116723405",124182945,4068193,1,"Slobodan N. Vukosavic"
"180","116925336",151753284,4068193,4,"Miroslav D. Dramicanin"
"181","116925336",1274573504,4068193,2,"Zeljka Antic"
"182","116925336",1303358853,4068193,1,"Radenka M. Krsmanovic"
"183","116925336",2088221049,4068193,3,"Miodrag Mitric"
"184","117024692",2784378693,4068193,1,"Igor Svetel"
"185","117060646",2430049648,4068193,2,"Borivoj Rajkovic"
"186","117226162",2617012641,NA,4,"Predrag Janicic"
"187","117474166",1976955979,4068193,2,"Mirjana Filipovic"
"188","117617452",271945637,4068193,1,"Jelena Djuris"
"189","117617452",2076758765,4068193,2,"Svetlana Ibric"
"190","117617452",2144954456,4068193,3,"Zorica Djuric"
"191","117745082",2295487766,227586296,1,"Sérgio Alves de Carvalho"
"192","117892597",2751174339,NA,6,"V.P. Teslenko"
"193","118658973",1519722204,4068193,1,"Mirjana Djorić"
"194","118762806",1968028806,4068193,1,"Vladimir Pavlovic"
"195","118762806",2491953547,4068193,2,"Dragan Ignajtovic"
"196","118762806",2501860863,4068193,3,"Sasa Stepanovic"
"197","118950779",2196378286,4068193,3,"Snezana Savic"
"198","118950779",2281854471,4068193,2,"Sonja Vesic"
"199","118995235",2343031039,4068193,1,"Tibor J. Pastor"
"200","118995235",2425311702,4068193,2,"Ivan Ćirić"
"201","119104920",2442209919,NA,1,"D. Vučelić"
"202","119130817",2284719888,NA,1,"Momcilo Markus"
"203","119130817",2654002230,NA,2,"D. Radojević"
"204","119496601",1519722204,4068193,1,"Mirjana Djorić"
"205","119747610",2475068274,4068193,2,"D. Minic"
"206","119747610",2609824082,4068193,4,"D. Dokovic"
"207","119747610",2683195072,4068193,1,"N. Petranovic"
"208","119747610",2686923027,4068193,3,"T. J. Sabo"
"209","119762876",2330000779,4068193,1,"Zlatan Stojkovic"
"210","119841485",1997352808,NA,3,"Dejan Poleti"
"211","119841485",2035266163,1338511612,2,"Miodrag Zdujic"
"212","119841485",2178830681,NA,4,"Ljiljana Karanovic"
"213","119841485",2194248214,NA,1,"Cedomir Jovalekic"
"214","119841485",2678119652,2799857465,5,"Miodrag Mitric"
"215","119993171",2078494681,NA,1,"Mirela Voiculescu"
"216","120562835",1266092036,4068193,3,"M. M. Mitrović"
"217","120562835",2666266138,NA,1,"M. B. Tosić"
"218","120562835",2712849746,4068193,2,"R. Ž. Dimitrijević"
"219","120849813",2629695961,NA,1,"C Cabezas Peña"
"220","121069853",2648720048,861853513,2,"Piazzale Aldo Moro"
"221","121310282",341299672,NA,2,"Veljko Potkonjak"
"222","121500247",1968028806,4068193,2,"V. B. Pavlovic"
"223","121581290",2639603509,4068193,1,"S. PAVLOVIć"
"224","121581290",2675325363,4068193,2,"D. NIKOLIć"
"225","121611262",679079424,NA,2,"M. R. Gemisic"
"226","121611262",2013311296,4068193,1,"I. P. Dojcinovic"
"227","121611262",2020915088,4068193,4,"M. M. Kuraica"
"228","121611262",2169591756,4068193,3,"B. M. Obradovic"
"229","121611262",2469522412,4068193,6,"J. Puric"
"230","122103285",2032613283,4068193,3,"Dubravka Relic"
"231","122103285",2051090534,4068193,1,"Aleksandar Popovic"
"232","122103285",2638085735,4068193,2,"Dragana Djordjevic"
"233","122724570",2149586831,NA,1,"Thomas Raymond O'grady"
"234","123353549",2119519935,4068193,4,"D. Radulović"
"235","123353549",2885876955,4068193,1,"S. Agatonović-Kus˛trin"
"236","123353549",2886024142,4068193,2,"Lj. Z˛ivanović"
"237","123353549",2886297003,4068193,3,"M. Vasiljević"
"238","123353549",2886574794,4068193,5,"D. Pećanac"
"239","123391758",2052878629,NA,1,"M. Sedlar"
"240","123600017",1905813496,4068193,1,"Aleksandar Kron"
"241","123804054",2077870483,NA,4,"Vladimir Celebic"
"242","123804054",2232064742,NA,5,"Iva Salom"
"243","123804054",2282250794,NA,1,"Jelena Andjelkovic"
"244","123804054",2570389065,NA,3,"Branimir Reljin"
"245","123811553",2214506660,4068193,1,"D. Perisic"
"246","124018583",2045683837,4068193,1,"Zorica Stanimirovic"
"247","124118764",2486633203,NA,1,"B. B. Mršulja"
"248","124189228",2068253899,NA,3,"Danica Grujicic"
"249","124208658",2704311425,NA,1,"J. M. Nahman"
"250","125073745",198545322,4068193,1,"Cvetana Krstev"
"251","125073745",2061579312,4068193,3,"Duško Vitas"
"252","125073745",2160984717,4068193,2,"Ranka Stanković"
"253","125343475",1984454093,4068193,1,"D. S. Mitrinović"
"254","125469804",1989344023,4068193,1,"Dmitar Lakušić"
"255","125690844",2159623062,NA,2,"Raka Jovanovic"
"256","125690844",2303484734,159365519,1,"Milan Tuba"
"257","125992171",2159916035,199691007,1,"Nelson Roberto Manzoni de Oliveira"
"258","126374454",2642393781,172901346,1,"A. V. Rezaev"
"259","128219880",2295356168,4068193,1,"Slobodan K. Simić"
"260","128309060",1519722204,4068193,1,"Mirjana Djorić"
"261","128513043",2259607761,NA,1,"Jelena Z. Minovic"
"262","128533785",1984454093,4068193,1,"D. S. Mitrinović"
"263","128607398",2235844745,NA,4,"M. Milošević"
"264","128607398",2498262587,NA,2,"N. Rosić"
"265","128761045",1976306370,1312192358,2,"Zoran R. Petrovic"
"266","129238531",2665932952,NA,5,"L. Radosevic-Jelic"
"267","129248561",1632364701,NA,2,"Miomir Vukobratovic"
"268","129248561",2136636686,NA,1,"Dusko Katic"
"269","130178269",2127181195,4068193,2,"Miodrag Tomic"
"270","130272365",2134990267,NA,1,"Joe B. D'angelo"
"271","130525750",2154880328,NA,4,"Helmut Möllmann"
"272","132177046",1152725761,4068193,5,"Aleksandar Bengin"
"273","132177046",2015429115,NA,4,"Sladjan Pekmezovic"
"274","132177046",2042210800,4068193,2,"Bosko Rasuo"
"275","132177046",2071643456,4068193,6,"Mirko Dinulovic"
"276","132177046",2492985411,NA,1,"Zoran Ilic"
"277","132177046",2662302077,NA,3,"Miroslav Jovanovic"
"278","132373024",2479674614,NA,1,"D.P. Popovic"
"279","132545430",2503095211,NA,1,"R. Ciegis"
"280","132756820",2159623062,NA,1,"Raka Jovanovic"
"281","132756820",2303484734,4068193,2,"Milan Tuba"
"282","132783177",2043803350,4068193,1,"Aleksandar Veg"
"283","132879135",1446989411,NA,2,"M. Romčević"
"284","132879135",2177053834,NA,1,"N. Romčević"
"285","132879135",2310133672,NA,4,"D. Stojanović"
"286","132879135",2697176477,NA,5,"B. Abolmasov"
"287","132879135",2730770613,NA,3,"R. Kostić"
"288","132898730",2733586367,NA,1,"Olga Cvejić Jančić"
"289","132921837",2344601851,4068193,1,"Ivan S. Lambic"
"290","133016028",1879884386,NA,3,"Dejan V. Timotijević"
"291","133016028",1979310166,NA,2,"Najdan B. Aleksić"
"292","133016028",2115719668,NA,1,"Slobodan M. Vuković"
"293","133249418",2096510981,4068193,1,"Natalija Bogdanov"
"294","133308768",2480279600,NA,1,"P. T. Milanović"
"295","133363098",2496537184,4068193,5,"V. Lecovic"
"296","133498447",2920675787,154425047,1,"Dejan B. Popović"
"297","135122562",1979521043,NA,1,"Aleksandra D. Milutinović-Nikolić"
"298","135122562",2714636181,NA,3,"Radoslav R. Aleksić"
"299","135122562",2803162402,NA,2,"Nadežda M. Talijan"
"300","135322971",2426057227,NA,1,"Roberto Longo"
"301","136146770",1987603653,NA,3,"A. A. Mihajlov"
"302","136319042",1918058760,NA,7,"Stipe Lulic"
"303","137380229",2030759872,4068193,2,"Bojan M. Bakmaz"
"304","137380229",2058865964,4068193,1,"Zoran S. Bojkovic"
"305","137479408",2319559481,NA,1,"Dragutin Franković"
"306","137497664",2426599790,4068193,1,"Dragan M. Mitrović"
"307","137582884",2329930950,NA,1,"Unkašević Miroslava"
"308","137608724",341299672,4068193,2,"Veljko Potkonjak"
"309","137632222",2787790001,4068193,1,"Radmilo Rončević"
"310","138087215",698198546,4068193,2,"V. Bojović"
"311","138087215",2026539365,4068193,1,"A. Antić-Jovanović"
"312","138087215",2164344311,NA,3,"D.S. Pešić"
"313","138162939",2084131051,4068193,4,"Danica Agbaba"
"314","138162939",2137795791,4068193,1,"Marija Pavlovic"
"315","138390775",2642802533,NA,1,"K. Juznic"
"316","139228285",172977871,188538660,1,"S. Todorčević"
"317","139292031",2070971882,4068193,1,"Gordana R. Brankovic"
"318","139311932",1524067271,4068193,3,"J. Simic-Krstic"
"319","139311932",1896963975,4068193,2,"Djuro Koruga"
"320","139311932",2576003606,4068193,4,"M. Trifunovic"
"321","139557020",2715680755,NA,1,"Dragoljub Belic"
"322","139763282",2113802512,861853513,1,"Giuseppe De Giacomo"
"323","140188979",2578150958,4068193,21,"Milan Radović"
"324","140287706",2104197190,169248161,2,"Fernando Irajá Félix de Carvalho"
"325","140699059",2000407106,861853513,4,"C Martello"
"326","140903270",2120244409,NA,1,"Branko Kovačević"
"327","140903270",2890696409,170253739,3,"Milan Milosavljević"
"328","141145961",2656052108,NA,2,"M. Tomic"
"329","141219136",2108776112,1338511612,2,"Maria Vesna Nikolić"
"330","141219136",2482438163,1338511612,3,"Zoran Janković"
"331","141219136",2494717103,1338511612,4,"Aleksa Maričić"
"332","141219136",2505730135,1338511612,1,"Milan T. Ristić"
"333","141230499",2602299270,NA,2,"R. Pavlović"
"334","141230499",2663005349,NA,1,"Z. Knežević"
"335","141248695",2600395242,NA,3,"D. V. Micic"
"336","141248695",2682770312,NA,1,"B. B. Mršulja"
"337","141248695",2701255250,NA,2,"B. M. Djuričić"
"338","141351857",1072859196,NA,2,"Arsen D. Ristic"
"339","141529772",2632969718,NA,3,"P. Marinkovic"
"340","141529772",2677214633,NA,2,"M. Pesic"
"341","141636432",2872524757,99464096,1,"Z. V. Popovic"
"342","141759319",1990460899,4068193,4,"Milorad Zrilic"
"343","141821285",157708738,4068193,2,"Ana Tomanović"
"344","141821285",2283184995,4068193,3,"Dubravka Pokrajac"
"345","141821285",2523249181,4068193,1,"Čedo Maksimović"
"346","142062270",458746472,NA,3,"Petar M. Seferovic"
"347","142092995",773189732,4068193,2,"Jana Ognjenovic"
"348","142092995",2030838337,4068193,1,"Tanja Cirkovic Velickovic"
"349","142092995",2033672289,4068193,3,"Luka Mihajlovic"
"350","142333112",2300568929,NA,1,"Osvino Leonardo Koller"
"351","142399192",2654032158,1338511612,1,"Vladimir R. Pantić"
"352","142425714",1632364701,NA,2,"Miomir Vukobratovic"
"353","142425714",2136636686,NA,1,"Dusko Katic"
"354","142462856",286411887,861853513,4,"F. Zirilli"
"355","143065237",2136865961,4068193,1,"Aleksandar Perović"
"356","143065237",2467524103,4068193,2,"Dragan Doder"
"357","143098262",2328012989,4068193,1,"Angelina Ilic Stepic"
"358","143098262",2651308408,4068193,2,"Zarko Mijajlovic"
"359","143293290",2243949403,NA,1,"Harald W. GRIEßHAMMER"
"360","144159522",2023561007,4068193,1,"Dragica Božić"
"361","144159522",2146788228,4068193,2,"Marija M. Nikolić"
"362","144704120",1519722204,4068193,1,"Mirjana Djorić"
"363","144839923",691038414,4068193,1,"Dragan V. Redzic"
"364","144870575",2139804038,NA,1,"Dennis J. O'connor"
"365","145810892",2490921610,4068193,2,"Milena Marinović-Cincović"
"366","145815039",305878377,NA,3,"Gordana Popilijević"
"367","145815039",2636281740,NA,2,"D. Ristanović"
"368","145815039",2788246487,NA,1,"Mira Pašić"
"369","145972087",257481985,159365519,3,"Nebojsa Bacanin"
"370","145972087",2303484734,159365519,1,"Milan Tuba"
"371","145978118",2149199006,4068193,3,"Zoran Petrović"
"372","146432992",2251504053,4068193,1,"Gorana V. Nikolić"
"373","146432992",2345983130,4068193,5,"Lidija Matija"
"374","146432992",2584722944,4068193,3,"Dejan Oprić"
"375","146432992",2677886291,4068193,4,"Jovana Šakota"
"376","146432992",2765050431,NA,2,"Jadran Bandić"
"377","146478924",2513336382,NA,1,"Husnija S. Kurtović"
"378","146767049",1972377150,NA,2,"Lj. Surić-Lambić"
"379","146767049",2287214786,NA,4,"ivković"
"380","146767049",2340917865,NA,1,"R. ivković"
"381","146767049",2625402352,NA,3,"M. Vasiljević"
"382","146788294",2617012641,NA,4,"Predrag Janicic"
"383","147102507",1984454093,4068193,1,"D. S. Mitrinović"
"384","147419201",681340731,4068193,1,"Menka Petkovska"
"385","147478093",2696917132,NA,3,"J Roig"
"386","148115836",1970065438,4068193,1,"Dragorad Milovanovic"
"387","148115836",2058865964,4068193,2,"Zoran Bojkovic"
"388","148314087",1849943974,4068193,4,"Lynne Katsikas"
"389","148314087",2086931128,4068193,3,"Ana R. Stankovic"
"390","148314087",2099252513,4068193,1,"Slavka Stankovic"
"391","148314087",2122323314,4068193,2,"Mihajlo Jovic"
"392","148623806",2045761458,4068193,2,"Zoran Petric"
"393","148666787",40973221,4068193,1,"Zorica D. Knežević-Jugović"
"394","148666787",1329155569,4068193,2,"Dejan I. Bezbradica"
"395","148666787",2036157878,4068193,3,"Dušan Ž. Mijin"
"396","148777714",2466093324,4068193,2,"Biljana Abolmasov"
"397","148794435",271945637,4068193,1,"Jelena Djuris"
"398","148794435",2076758765,4068193,2,"Svetlana Ibric"
"399","148794435",2144954456,4068193,3,"Zorica Djuric"
"400","149102029",2714458720,NA,1,"S. Bingulac"
"401","149282451",2715480850,NA,1,"B. S. Jovanović"
"402","149628522",2120244409,4068193,3,"Branko Kovačević"
"403","149724406",2436363927,NA,2,"Zorica Zakula"
"404","149724406",2575782702,NA,4,"Tatjana Sreckovic"
"405","149732543",2193594578,4068193,2,"Miomir Kostic"
"406","149732543",2303462012,NA,1,"Nenad Sijakovic"
"407","149748111",2040312673,NA,1,"Clifford J. Bueche"
"408","150047836",2507353447,4068193,3,"Milos B. Djukic"
"409","150070176",1524067271,4068193,2,"Jovana Simic-Krstic"
"410","150070176",2193044576,4068193,4,"Svetlana Jankovic"
"411","150070176",2652076533,4068193,3,"Mirko Trifunovic"
"412","150911912",2426599790,4068193,1,"Dragan M. Mitrović"
"413","150999516",2673700527,4068193,1,"S. Sedmak"
"414","151803549",1973300836,4068193,2,"Biljana D. Stojanović"
"415","151871630",2106806359,NA,4,"Fernando Paim Costa"
"416","151910771",2712985532,4068193,1,"D. Marinković"
"417","151910771",2716421311,4068193,2,"N. Tucić"
"418","152405955",1984454093,4068193,1,"D. S. Mitrinović"
"419","152408748",2084131051,4068193,6,"Danica Agbaba"
"420","152408748",2176468303,4068193,1,"Slavica Eric"
"421","153031502",198545322,4068193,3,"Cvetana Krstev"
"422","153031502",1976962441,4068193,4,"Ivan Obradovic"
"423","153031502",2006480665,4068193,6,"Mladen Stanojevic"
"424","153031502",2047150294,4068193,5,"Gordana Pavlovic-Lažetic"
"425","153031502",2061579312,4068193,1,"Duško Vitas"
"426","153031502",2188038007,4068193,2,"Ljubomir Popovic"
"427","153223723",2560259075,NA,1,"Ksenija Savin"
"428","153246326",2920818177,4068193,6,"Momčilo M. Gavrilov"
"429","153699778",1916276134,4068193,1,"Maja Krsmanovic"
"430","153699778",2273969821,4068193,2,"Mladen Djuric"
"431","153699778",2718956820,4068193,3,"Veljko Dmitrovic"
"432","154328015",2170044723,NA,1,"Nathalie Martin"
"433","156169273",1286424626,4068193,2,"Ana Kalušević"
"434","156169273",1975370657,4068193,5,"Branko Bugarski"
"435","156169273",2074071838,4068193,3,"Verica Manojlović"
"436","156169273",2237390757,4068193,4,"Tanja Petrović"
"437","156169273",2922358156,4068193,1,"Viktor Nedović"
"438","156209409",687176042,4068193,1,"Olivera Stanojlović"
"439","156209409",698554627,4068193,5,"Dragan Djuric"
"440","156209409",2028029801,4068193,3,"Aleksandra Rašić-Marković"
"441","156209409",2088405082,4068193,2,"Dragan Hrnčić"
"442","156209409",2604575913,4068193,4,"Veselinka Šušić"
"443","156363580",1979519446,4068193,3,"Vesna Ristic Vakanjac"
"444","156449039",2025227756,4068193,3,"Sladan Babarogić"
"445","156449039",2053832383,4068193,1,"Siniša Nešković"
"446","156449039",2530791214,4068193,2,"Ogren Paunović"
"447","156468329",1988836144,4068193,1,"Vesna Pajić"
"448","156468329",2004059986,4068193,3,"Miloš Pajić"
"449","156468329",2274772537,4068193,2,"Gordana Pavlović Lažetić"
"450","156484951",2058865964,4068193,1,"Zoran Bojkovic"
"451","156597420",2049460964,NA,1,"Aleksandar R. Milosavljević"
"452","156691367",1989526914,4068193,1,"D. Radivojevic"
"453","156755060",1920069671,NA,3,"Milica N. Tomasevic"
"454","156775631",2077869869,NA,2,"V. Dmitrasinovic"
"455","157105239",731596727,4068193,4,"S. Malobabić"
"456","157105239",1987370412,4068193,3,"Z. Marinković"
"457","157105239",2022068175,4068193,2,"S. Marinković"
"458","157105239",2066665068,4068193,1,"M. Milisavljević"
"459","157159207",2011937077,NA,1,"Maja MIti"
"460","157159207",2646743150,NA,3,"Ana Djordjevic"
"461","157159207",2804096511,NA,2,"Gordana Drazic"
"462","157171541",1238515326,NA,2,"B. R. Vujisic"
"463","157171541",2026539365,4068193,1,"A. Antic-Jovanovic"
"464","157171541",2109184444,NA,4,"D. S. Pesic"
