"","PaperId","AuthorId","AffiliationId","AuthorSequenceNumber","OriginalAuthor"
"333","975562879",2687408916,NA,1,"G. N. Jovanovic"
"334","975892857",584115036,4068193,5,"Jasmina Krpo-Ćetković"
"335","975892857",2028481041,4068193,4,"Sladjana Spasić"
"336","975892857",2075217749,4068193,2,"Filis Morina"
"337","975892857",2101097538,4068193,1,"Arian Morina"
"338","975892857",2122854223,4068193,3,"Vesna Djikanović"
"339","975892857",2124916961,4068193,6,"Mirjana Lenhardt"
"340","976012776",2121529569,100930933,2,"Deborah Wallace"
"341","978476220",565388745,4068193,1,"Miodrag Dragoj"
"342","978476220",1966083347,4068193,3,"Jasna Bankovic"
"343","978476220",1998918097,4068193,7,"Tijana Stankovic"
"344","978476220",2052755019,4068193,6,"Nikola Tanic"
"345","978476220",2176383262,4068193,5,"Milica Pesic"
"346","978476220",2213665109,4068193,4,"Jelena Dinic"
"347","978476220",2292214978,4068193,2,"Zorica Milosevic"
"348","980142997",641256912,4068193,2,"Nebojša Jović"
"349","980849260",670318747,4068193,1,"Dušan Teodorovič"
"350","980849260",2218333087,4068193,2,"Katarina Vukadinovič"
"351","981982161",2089796835,4068193,4,"Miodrag K. Pavicevic"
"352","981982161",2234821846,4068193,3,"Ivan A. Grzetic"
"353","981982161",2481538385,4068193,1,"Ifan A. Slavic"
"354","983309914",1523138967,4068193,2,"Miloš Glavonjić"
"355","983309914",2310184176,4068193,1,"Branko Kokotović"
"356","983725772",458746472,NA,3,"Petar M. Seferović"
"357","983725772",2799647861,NA,2,"Arsen D. Ristić"
"358","984396908",2705649205,2252078561,1,"B. Krywult"
"359","985600340",2113771604,NA,1,"Головин Александр Александрович"
"360","988221324",2329933539,181343428,12,"Siniša Šefer"
"361","990826703",2510419924,NA,2,"Jovana Dimitrijević"
"362","990826703",2516037037,NA,3,"Biliana Rakočević"
"363","992531171",2004474465,1338511612,3,"D. Uskoković"
"364","992531171",2641692327,1338511612,1,"P. Kostić"
"365","992531171",2722596950,1338511612,2,"O. Milosević"
"366","992939104",2523249181,4068193,1,"Čedo Maksimović"
"367","993344676",179972311,4068193,4,"Vladimir Slavnić"
"368","993344676",2036559863,4068193,6,"Antun Balaž"
"369","993344676",2117998577,4068193,3,"Aleksandar Jović"
"370","993344676",2478864541,4068193,1,"Dušan Stanković"
"371","993344676",2605966131,4068193,5,"Dušan Vudragović"
"372","993344676",2634254201,4068193,2,"Petar Jovanović"
"373","993431593",2042210800,4068193,1,"B. Rasuo"
"374","993446665",1206240022,NA,1,"Jelena Cirilovic"
"375","993446665",1996190906,4068193,2,"Goran Mladenovic"
"376","993446665",2106099620,4068193,3,"Cesar Queiroz"
"377","998673415",2158455672,58918642,3,"Georgi A. Georgiev"
"378","999659777",2090868542,1331164456,1,"P. Ranitović"
"379","999659777",2342510436,NA,5,"V. Vukadinović"
"380","999810052",355242886,161318765,4,"David Elashoff"
"381","999810052",1113700141,161318765,5,"Dragana Kastratovic"
"382","999810052",2104350759,161318765,1,"Jianghua Wang"
"383","999810052",2108580996,161318765,2,"Tianwei Yu"
"384","999810052",2278248244,161318765,7,"Svetozar Damjanovic"
"385","999810052",2434589033,161318765,3,"Hui Zhou"
"386","999810052",2562595028,161318765,9,"David Wong"
"387","999810052",2571001959,161318765,8,"Milovan Dimitrijevic"
"388","999810052",2575776032,161318765,6,"Vojko Djukic"
"389","1000206675",2099179310,4068193,1,"Aleksandra Delic"
"390","1000603350",2134567773,NA,1,"Anja Terzić"
"391","1000603350",2139123357,NA,3,"Ljubiša Andrić"
"392","1000603350",2249345555,4068193,2,"Lato Pezo"
"393","1000603350",2265995024,NA,4,"Vojislav V. Mitić"
"394","1002819002",2422461988,NA,2,"Stephane Lavallee"
"395","1004278004",2080086852,4068193,6,"Petar S. Uskoković"
"396","1004278004",2124435205,4068193,2,"Marija M. Dimitrijević"
"397","1004278004",2127842354,4068193,3,"Radmila M. Jančić Heinemann"
"398","1004278004",2140029475,4068193,4,"Vesna Radojević"
"399","1004278004",2214695731,4068193,7,"Radoslav Aleksić"
"400","1004278004",2310133672,4068193,5,"Dušica B. Stojanović"
"401","1004278004",2557158340,4068193,1,"Faisal Ali Alzarrug"
"402","1004696513",828374394,4068193,8,"Tamara Timić Stamenić"
"403","1004696513",1228633876,4068193,5,"Danijela V. Ranđelović"
"404","1004696513",1577972973,4068193,4,"Tanja M. Isailović"
"405","1004696513",1948660048,4068193,1,"Sanela M. Đorđević"
"406","1004696513",2008510947,4068193,10,"Snežana D. Savić"
"407","1004696513",2136874665,4068193,6,"Bojan D. Marković"
"408","1004696513",2171788850,4068193,3,"Miroslav M. Savić"
"409","1004762503",2630231758,4068193,1,"Želimir M. Kešetović"
"410","1005059776",2024823729,4068193,1,"Tatjana Vukosavljevic-Gvozden"
"411","1005059776",2073987456,4068193,3,"Goran Opacic"
"412","1005059776",2136868093,4068193,2,"Severina Filipovic"
"413","1005857294",2106540003,4068193,1,"Nenad Zrnić"
"414","1006029597",2614554179,NA,11,"Divna Kekus"
"415","1006029597",2741210434,NA,10,"Zvonko Dimoski"
"416","1006060275",714986304,NA,4,"M. Šćepanović"
"417","1006060275",733591475,NA,2,"Z. Dohčević-Mitrović"
"418","1006060275",1774460070,NA,5,"B. Matović"
"419","1006060275",2633916277,NA,1,"M. Radović"
"420","1006060275",2658061528,NA,3,"N. Paunović"
"421","1006060275",2779759271,NA,6,"Z.V. Popović"
"422","1008021724",2461742555,4068193,1,"Mihailo Marković"
"423","1008454969",2673417452,4068193,1,"G. Belojevic"
"424","1009250429",2042210800,4068193,4,"Boško Rašuo"
"425","1009250429",2124710052,NA,2,"Marija Samardžić"
"426","1009250429",2143070771,NA,3,"Predrag Stojaković"
"427","1009250429",2555837246,NA,1,"Miodrag Milenković-Babić"
"428","1009310092",2097087454,1268775,1,"José A. Guerra Pando"
"429","1010445793",2167710073,199691007,2,"Dejair Lopes de Almeida"
"430","1012940972",2719835069,4068193,1,"Darko B. Šepa"
"431","1013185481",2508486228,NA,1,"Young Il Yang"
"432","1013185481",2514544969,NA,2,"Nancy Jane Shelby"
"433","1013202117",2467213413,4068193,1,"T. Đakov"
"434","1013202117",2578379688,4068193,2,"Lj. Rajaković"
"435","1013202117",2635092693,4068193,3,"I. Popović"
"436","1013451605",2115357418,4068193,2,"Aca Jovanović"
"437","1013451605",2249345555,4068193,1,"Lato Pezo"
"438","1013451605",2583378242,4068193,3,"Milada Pezo"
"439","1014128972",2723989035,NA,3,"G. Tomanek"
"440","1014608280",1986363520,NA,1,"Snežana Štetić"
"441","1014608280",2019499648,4068193,3,"Sanja Pavlović"
"442","1014608280",2156540896,NA,2,"Šimičević Dario"
"443","1015638540",2047195190,4068193,5,"B. Lončar"
"444","1015638540",2574278977,NA,4,"K.S. Janković"
"445","1015638540",2581453998,NA,2,"R.D. Ilić"
"446","1015638540",2614798456,NA,1,"S.J. Stanković"
"447","1015638540",2664453960,NA,3,"M. Živanović"
"448","1015668920",2043803350,NA,4,"Aleksandar Veg"
"449","1015668920",2808804646,NA,5,"Radomir Radiša"
"450","1015931038",1963923029,4068193,2,"Dejan M. Rašić"
"451","1016143005",2060314343,4068193,1,"Ljubomir T. Grujic"
"452","1016216736",761827189,4068193,1,"Boris Delibašić"
"453","1017300693",1956351078,1288882113,4,"Bojan Bukva"
"454","1017748816",2112396474,NA,1,"Дудевич Галина"
"455","1018512182",131296469,NA,2,"Hristina Vlajinac"
"456","1018512182",718738085,NA,1,"Sandra Sipetic"
"457","1018512182",1269231888,NA,3,"Vesna Bjegovic"
"458","1019673272",1984454093,4068193,1,"D. S. Mitrinović"
"459","1020698573",2422348162,NA,2,"Izhak Fabian"
"460","1025478942",2490415876,NA,5,"Nada Papić"
"461","1025478942",2495455244,NA,3,"Dragica Ljuština"
"462","1025478942",2497842762,NA,4,"S. Mičić"
"463","1026190372",2143775518,NA,1,"Егорова Ирина Евгеньевна"
"464","1027873122",1396184884,4068193,3,"Zoran Rakić"
"465","1027873122",2238765234,4068193,1,"Neda Bokan"
