"","PaperId","AuthorId","AffiliationId","AuthorSequenceNumber","OriginalAuthor"
"72","12930953",2704478599,4068193,1,"D. Krizan"
"73","13064231",2114337190,4068193,1,"Radomir Radovanovic"
"74","13789342",124182945,4068193,1,"Slobodan N. Vukosavic"
"75","14130167",1842021710,4068193,1,"Mirjana Šijačić-Nikolić"
"76","14130167",1867423542,4068193,3,"Marina Nonić"
"77","14331718",2634677062,NA,4,"Ivan Diaz-Armesto"
"78","15068086",2035266163,1338511612,2,"Miodrag Zdujic"
"79","15068086",2194248214,NA,1,"Cedomir Jovalekic"
"80","15099958",2122754472,108103353,1,"Garcia Merino"
"81","15426353",1970488366,1338511612,4,"Marko Janev"
"82","15475452",2009012824,4068193,1,"Boško S. Jovanović"
"83","15725166",2629179144,4068193,2,"B. D. Janković"
"84","15940982",424866913,NA,1,"M. K. Krsticacute"
"85","15951265",2251706457,4068193,2,"Dusica Lecic Tosevski"
"86","16090365",2664816945,NA,1,"I. Grzetić"
"87","16188850",2658058618,NA,2,"N. Marinkovic"
"88","16252462",2146288106,NA,1,"B. Todorovic"
"89","17566651",1209627926,4068193,2,"Vladimir D. Stevanovic"
"90","17617071",157714294,4068193,4,"Teodora Janković"
"91","17617071",1322615832,4068193,1,"Angelina Subotić"
"92","17617071",2225859101,4068193,3,"Dragoljub Grubišić"
"93","17617071",2642362791,4068193,2,"Sladana Jevremović"
"94","17651151",458746472,NA,3,"Petar M. Seferović"
"95","17651151",2799647861,NA,2,"Arsen D. Ristić"
"96","17882821",819207777,4068193,1,"Viktor Nedović"
"97","17882821",1975370657,4068193,5,"Branko Bugarski"
"98","17882821",2051775800,4068193,4,"Bojana Obradović"
"99","17882821",2578624882,4068193,3,"Ida Leskošek-Čukalović"
"100","18034067",2111705396,4068193,2,"Dejana R. Jovanovic"
"101","18034067",2233558751,4068193,4,"Ljiljana Beslac-Bumbasirevic"
"102","18034067",2906983504,4068193,1,"Visnja Padjen"
"103","18187824",1948075352,NA,1,"Gaetano F. D'alelio"
"104","18452417",1519722204,4068193,1,"Mirjana Djorić"
"105","18453899",2638633072,4068193,2,"Z. Stević"
"106","18453899",2670798957,4068193,1,"D. Nikolovski"
"107","18463879",2427998584,241749,2,"R. Frondoni"
"108","19187294",2067407538,4068193,3,"Petar Papić"
"109","19187294",2079978270,4068193,1,"Zoran Nikić"
"110","19226822",2673461978,NA,1,"D. M. Dražić"
"111","19226822",2683933990,NA,2,"J. P. Popić"
"112","20465494",2006266905,4068193,1,"D.S. Ljubisavljević"
"113","20465494",2301277261,4068193,3,"M.R. Malesev"
"114","20465494",2306496973,4068193,2,"M.M. Malesev"
"115","20495478",2920276719,4068193,5,"N. Vukelić"
"116","20503941",2018023335,NA,2,"Miodrag Dikic"
"117","20503941",2052820547,4068193,3,"Miodrag Ostojic"
"118","20503941",2295963823,NA,1,"Miloje Tomasevic"
"119","20912393",2472381726,4068193,4,"Srdan Pejanović"
"120","20945123",2653309181,NA,1,"Saša Miletić"
"121","20945123",2712843539,NA,2,"Marina Ilić"
"122","20945123",2718428297,NA,3,"Predrag Jovanić"
"123","21104948",1988741728,4068193,1,"N.M Ristic"
"124","21104948",2084132919,4068193,5,"M.M Jaksic"
"125","21104948",2316628068,4068193,2,"M Kotorcevic"
"126","21104948",2572191783,4068193,4,"A.M Jokic"
"127","21104948",2714528176,NA,3,"C.M Lacnjevac"
"128","21137364",362196844,4068193,2,"Radivoje M. Prodanović"
"129","21137364",399224726,NA,1,"Nenad B. Milosavić"
"130","21263130",1984454093,4068193,1,"D. S. Mitrinović"
"131","21342558",2666053184,NA,1,"Constantin Zalinescu"
"132","21631288",1984454093,4068193,1,"D. S. Mitrinović"
"133","21829268",2593904710,NA,5,"Snezana Zildzovic"
"134","22131299",2068994330,NA,2,"Zorica M. Vuković"
"135","22131299",2238678107,NA,1,"Tatjana B. Novaković"
"136","22131299",2432532530,NA,3,"Nadežda N. Jovanović"
"137","22846505",405463415,4068193,4,"E.R. Stojilković"
"138","22846505",2110440820,NA,3,"N.D. Nikolić"
"139","22846505",2500172124,NA,5,"M.G. Pavlović"
"140","22846505",2574298663,4068193,1,"K.I. Popov"
"141","22846505",2634955369,4068193,2,"T.M. Kostić"
"142","23187152",2433314753,4068193,3,"B. Marinkovic"
"143","23240457",1976733137,NA,1,"Larry John O'callaghan"
"144","24339245",2705828154,NA,3,"Tamara Radu"
"145","24561209",2022068175,4068193,2,"S. Marinkovic"
"146","24561209",2058232330,4068193,4,"I. Nikodijevic"
"147","24620578",633003070,4068193,2,"Slobodan T. Jovicic"
"148","24620578",2304945263,4068193,1,"Zoran M. Saric"
"149","24867993",819207777,4068193,3,"Viktor Nedović"
"150","24922583",2033382273,4068193,1,"Aleksandar Milić"
"151","24922583",2047156552,4068193,3,"Miloš Milutinović"
"152","24922583",2466731678,4068193,2,"Konstantin Simić"
"153","25030967",1984454093,4068193,1,"D. S. Mitrinović"
"154","25195943",2328484992,4068193,2,"E.N. Boyce"
"155","25195943",2584649982,4068193,3,"F. Kosi"
"156","25195943",2710291758,4068193,1,"M.S. Todorovic"
"157","25195943",2715839776,4068193,4,"L.J. Simic"
"158","25268646",2052827300,NA,1,"Dragan Stankovic"
"159","25290479",2303484734,159365519,2,"Milan Tuba"
"160","25290479",2761746021,159365519,1,"Slobodan Obradovic"
"161","25292929",175144703,4068193,2,"M. Mateljević"
"162","25292929",2089378856,4068193,1,"V. Božin"
"163","25303854",1214250522,4068193,2,"Predrag Manojlović"
"164","25303854",2159456936,4068193,1,"Sanja Mustafić"
"165","25790309",2741207595,177477856,1,"G. Calafiore"
"166","26722502",702215307,NA,8,"Siniša Radulović"
"167","26722502",1266466101,4068193,10,"Katarina Anđelković"
"168","26722502",1888646696,4068193,7,"Dušanka Radanović"
"169","26722502",1929535627,NA,4,"Manja Zec"
"170","26722502",2049916173,4068193,5,"Dušan Sladić"
"171","26722502",2072512940,4068193,2,"Tamara Todorović"
"172","26722502",2234952236,NA,6,"Tatjana Srdić-Rajić"
"173","26722502",2630784891,NA,1,"Snežana Bjelogrlić"
"174","27247775",2303957551,4068193,1,"Igor Kljujev"
"175","27778969",1957201795,NA,1,"Dragana J. Todorovic"
"176","27778969",2044414414,4068193,2,"Dragana Lj. Popovic"
"177","27880776",337282165,NA,3,"Jovan Dudukovic"
"178","27880776",2486351480,NA,1,"Jelena Jovanovic"
"179","27880776",2672962796,NA,2,"Violeta Tomasevic"
"180","27942811",1598888250,NA,2,"Vesna Piperski"
"181","27942811",2056493775,NA,5,"Sabera Ruzdijic"
"182","27942811",2094777469,NA,6,"Selma Kanazir"
"183","27942811",2291060520,NA,3,"Mirjana Dacevic"
"184","27942811",2655600310,NA,1,"Maja Stojiljkovic"
"185","28158349",2001908414,4068193,1,"Goran Radunovic"
"186","28414896",2163363208,NA,2,"Aleksandar Nikolic"
"187","28414896",2764362938,NA,1,"Miloje Kostic"
"188","28765156",2717519981,NA,1,"I. D. Smičiklas"
"189","28765156",2805613109,NA,3,"S. Zec"
"190","28765156",2806963043,NA,2,"S. K. Milonjić"
"191","28864195",681340731,4068193,2,"Menka Petkovska"
"192","28864195",804664786,4068193,1,"Nikola M. Nikačević"
"193","29747666",2700655808,NA,5,"I. Cadez"
"194","29752362",2112380607,NA,1,"Budimir B. Jovanovic"
"195","29752362",2282888963,NA,2,"Aleksandar R. Despic"
"196","29752362",2431946826,NA,3,"Dragutin M. Drazic"
"197","29824158",2341768053,4068193,1,"D. Kovačevic"
"198","30003301",1970065438,4068193,1,"Dragorad Milovanovic"
"199","30003301",2058865964,4068193,2,"Zoran Bojkovic"
"200","30141117",2330000779,4068193,1,"Zlatan Stojkovic"
"201","30190297",2030759872,4068193,2,"Bojan Bakmaz"
"202","30190297",2058865964,4068193,1,"Zoran Bojkovic"
"203","30704368",341299672,4068193,2,"Veljko Potkonjak"
"204","30914814",1519722204,4068193,1,"Mirjana Djorić"
"205","31013713",45442704,NA,2,"Marija Radmilovic-Radjenovic"
"206","31013713",2499417644,NA,1,"Branislav Radjenovic"
"207","31256528",2170674854,NA,1,"Lorenzo Fortunato"
"208","32279933",2214050899,4068193,4,"Aleksandar S. Grujic"
"209","32379053",131296469,4068193,1,"Hristina Vlajinac"
"210","32379053",1861426195,4068193,2,"Jelena Marinkovic"
"211","32379053",2051755580,4068193,6,"Dragana Davidovic"
"212","32379053",2101133694,4068193,7,"Milos Maksimovic"
"213","32379053",2167687962,4068193,4,"Nikola Kocev"
"214","32750141",1984873763,NA,2,"Milena Zlokolica Mandić"
"215","32750141",2061577291,4068193,5,"Jana Stojković"
"216","32750141",2067407538,4068193,4,"Petar Papić"
"217","32750141",2143382073,1302368450,3,"Nebojša Veljković"
"218","32750141",2579123913,NA,1,"Tanja Petrović"
"219","32752943",2103375786,1313323035,3,"A. F. Shestakov"
"220","32825342",2073997785,861853513,1,"Giorgio Grisetti"
"221","32919353",2893351102,1294671590,4,"H.-P. Trommsdorff"
"222","34073752",327226259,NA,2,"Novak Velović"
"223","34073752",2148283678,NA,1,"Aleksandar Bojović"
"224","34124488",2022728778,4068193,1,"Dragana Stanic"
"225","34124488",2030838337,4068193,4,"Tanja Cirkovic Velickovic"
"226","34124488",2088059117,4068193,2,"Jelena Radosavljevic"
"227","34124488",2099909340,4068193,3,"Marija Stojadinovic"
"228","34330872",688068385,1304155728,2,"Zorica Lepsanovic"
"229","34330872",2291268661,1304155728,3,"Veljko Mirovic"
"230","34330872",2675311288,1304155728,1,"Jelena Tesic"
"231","34477560",2467524103,4068193,1,"Dragan Doder"
"232","35596481",1989337360,4068193,2,"Marija Gavrović-Jankulović"
"233","35596481",2030838337,4068193,1,"Tanja Ćirković Veličković"
"234","35634744",710084213,4068193,3,"M. Bjelaković"
"235","35634744",2013708456,4068193,1,"M. Lj. Mihailović"
"236","35634744",2137257110,4068193,4,"Lj. Lorenc"
"237","35634744",2314505021,4068193,2,"M. Dabović"
"238","35653917",202556496,4068193,1,"Zoran Keković"
"239","35725726",2159623062,NA,1,"Raka Jovanovic"
"240","35725726",2303484734,159365519,2,"Milan Tuba"
"241","36801995",226389427,NA,5,"Mirjana Ðuričić"
"242","36801995",2171737051,NA,3,"Tatjana Srećković"
"243","36801995",2226748418,NA,4,"Jelena Nikolić"
"244","36801995",2519481265,NA,2,"Radovan Dimitrijević"
"245","36801995",2804384931,NA,1,"Mihajlo Tošić"
"246","36821108",2426183440,NA,1,"Iulian Rusu"
"247","36955940",2658997349,4068193,4,"D. Radulović"
"248","36955940",2665688444,4068193,3,"B. Stanković"
"249","36955940",2670656119,NA,1,"D. D. Milovanović"
"250","36955940",2691251878,NA,2,"L. Milovanović"
"251","37305886",1519722204,4068193,1,"Mirjana Djorić"
"252","37478047",695232124,4068193,4,"P. Osmokrović"
"253","37478047",2013328541,4068193,2,"M. Vujisić"
"254","37478047",2047195190,4068193,1,"B. Lončar"
"255","37478047",2402101318,4068193,3,"D. Aranđić"
"256","38046350",1997352808,4068193,3,"Dejan Poleti"
"257","38046350",2178830681,4068193,1,"Ljiljana Karanović"
"258","38046350",2273085844,4068193,5,"Aleksandar Pačevski"
"259","38046350",2306709335,4068193,2,"Sabina Šutović"
"260","38298401",86994171,159365519,1,"Nadezda Stanarevic"
"261","38298401",257481985,159365519,3,"Nebojsa Bacanin"
"262","38298401",2303484734,159365519,2,"Milan Tuba"
"263","38460071",2579417408,4068193,2,"Miodrag L. Lukic"
"264","38460071",2662954030,4068193,1,"Stanislava S. Stosic-Grujicic"
"265","38469988",2654172158,NA,2,"D. Antic"
"266","38559040",1908434265,4068193,4,"Dana Simian"
"267","38559040",2268798155,4068193,3,"Olga Miljkovic"
"268","38559040",2303022212,4068193,2,"Dusan Bulatovic"
"269","38559040",2303484734,4068193,1,"Milan Tuba"
"270","38602950",2330000779,4068193,1,"Z. Stojković"
"271","38608379",2775859065,179964525,2,"Akihiko Ando"
"272","39056617",2512403359,4068193,1,"Danijela Marjanović"
"273","39103367",2617012641,NA,4,"Predrag Janicic"
"274","39510667",1984454093,4068193,1,"D. S. Mitrinović"
"275","39517394",1930121498,4068193,2,"Stoimir Kolarević"
"276","39517394",1932685631,4068193,5,"Margareta Kračun-Kolarević"
"277","39517394",1989235828,4068193,6,"Jelena Knežević-Vukčević"
"278","39517394",2014918076,4068193,1,"Branka Vuković-Gačić"
"279","39517394",2025489402,4068193,4,"Jelena Tomović"
"280","39517394",2165664267,4068193,8,"Zoran Gačić"
"281","39517394",2302451700,4068193,7,"Momir Paunović"
"282","39517394",2692445178,4068193,3,"Karolina Sunjog"
"283","39665302",2001744942,NA,2,"P. R. Andjus"
"284","39665302",2695640766,NA,3,"Dusan Vucelic"
"285","39772738",2805376341,NA,1,"M. I. Čomor"
"286","39772738",2805617436,NA,2,"J. M. Nedeljković"
"287","39814589",2154686820,199691007,1,"Raimundo Braga Sobrinho"
"288","40143426",2809885154,NA,1,"Pericles Antoniades"
"289","40318389",2293481648,NA,3,"Branka Tucić"
"290","40318389",2602178520,NA,2,"Nevena Djordjević"
"291","40318389",2631554876,NA,1,"Ljiljana Radojević"
"292","40327354",2438774990,NA,5,"Milena Stevanović"
"293","40423134",1979176697,4068193,1,"Sandra Grbic"
"294","40423134",2144954456,4068193,3,"Zorica Djuric"
"295","40423134",2186603785,4068193,2,"Jelena Parojcic"
"296","41492503",1232222339,NA,2,"Benko Adanja"
"297","41492503",2579688279,NA,1,"Hristina Vlajinac"
"298","41656714",2421871205,4068193,3,"A.M. Zikic"
"299","42101363",2902974070,NA,2,"Silvia Barro Lugo"
"300","43516955",2918713304,4068193,3,"M. Tosic"
"301","43521600",2581147478,4068193,6,"M. Novakovic"
"302","43521600",2671383270,4068193,5,"Z. Babovic"
"303","44545976",2702167723,4068193,1,"Aleksandar R. Despić"
"304","44718692",2500554681,861853513,2,"Tiziano De Angelis"
"305","45870703",2137647903,NA,2,"Jean-Pierre F. Bonin"
"306","46230514",2049919618,4068193,3,"Miroslav Bojović"
"307","46230514",2206318730,4068193,2,"Dragan Bojić"
"308","46230514",2503865459,4068193,1,"Saša Stojanović"
"309","46523745",2036429273,4068193,2,"Dj. Kalić"
"310","46523745",2409472521,4068193,1,"R. Radosavljević"
"311","46523745",2572768322,4068193,3,"Z. Lazarević"
"312","46558445",2003204653,4068193,1,"V. Matovic"
"313","46558445",2630468378,4068193,4,"D. Soldatovic"
"314","46558445",2660814682,4068193,2,"Z. Stojanovic"
"315","46558445",2719182936,4068193,3,"D. Vujanovic"
"316","46830361",2142734031,NA,2,"Djordje Sijacki"
"317","46884434",2212778682,19880235,2,"Bozidar Jovanovic"
"318","47093033",2092969598,879563668,2,"Vanildo Favoretto"
"319","47406423",516920468,4068193,6,"Jelena Jovicic-Petrovic"
"320","47406423",2013734367,4068193,4,"Vera B. Raicevic"
"321","47406423",2303957551,4068193,3,"Igor S. Kljujev"
"322","47406423",2427927195,4068193,5,"Blazo T. Lalevic"
"323","47468332",2536875093,NA,3,"Stanković B"
"324","47468332",2677082471,NA,2,"Jaković N"
"325","47468332",2692199162,NA,1,"Milenković S"
"326","47829469",1984454093,4068193,1,"D. S. Mitrinović"
"327","48001708",742221543,199691007,4,"Elto Eugenio Gomes e Gama"
"328","48660682",1989532274,NA,2,"Predrag Milutinovic"
"329","48660682",2077934088,NA,3,"Milena Jovasevic-Stojanovic"
"330","48660682",2134014903,NA,1,"Zoran Grsic"
"331","48660682",2444196029,NA,4,"Marko Popovic"
"332","48709468",1967987720,4068193,2,"Djordje Spasojević"
"333","48709468",2464384507,4068193,1,"Sava Milošević"
"334","48920938",2133226831,4068193,1,"Velimir Jovanovic"
"335","48920938",2517088550,4068193,2,"Dragoljub Rabrenovig"
"336","49019303",985558363,4068193,2,"N. Cvetanović"
"337","49628636",2399711916,879563668,1,"Joice Sousa Costa"
"338","50955527",2120244409,4068193,2,"B.D. Kovačević"
"339","50955527",2642351110,4068193,1,"V.Ž. Filipović"
"340","51056216",725084491,4068193,2,"Dušanka Milojković-Opsenica"
"341","51056216",960810184,4068193,1,"Živoslav Tešić"
"342","51192053",1260542706,4068193,2,"Branka Čubrilović"
"343","51192053",2466280093,4068193,6,"Ljubiša Stanisavljević"
"344","51192053",2565988374,4068193,3,"Milan Plećaš"
"345","51192053",2647285811,4068193,4,"Anđelka Popović"
"346","51192053",2798856195,4068193,1,"Aleksanadar Ćetković"
"347","51319906",1996711131,170726198,8,"S. Antanasović"
"348","51319906",2070568763,170726198,6,"Đ. Krstić"
"349","51319906",2483670425,170726198,4,"B. Ćupina"
"350","51625165",2088210845,4068193,1,"Ana Aleksić Mirić"
"351","51773511",2028779044,4068193,4,"Aleksandar Zigic"
"352","51773511",2039090555,4068193,1,"Dragana Naumovic-Vukovic"
"353","51773511",2139050040,4068193,6,"Srdjan Milosavljevic"
"354","51773511",2262823355,4068193,5,"Dragan Kovacevic"
"355","51773511",2493648612,4068193,2,"Slobodan Skundric"
"356","51773511",2577959145,4068193,3,"Ljubisa Nikolic"
"357","51833378",2108538037,NA,3,"Lj. Lj. Stamenkovic"
"358","51833378",2109560922,NA,2,"Drina Lj. Jankovic"
"359","51840963",698554627,4068193,2,"Dragan O. Djurić"
"360","51840963",1811149645,4068193,3,"Vladan B. Devedžić"
"361","52038131",364277493,NA,6,"P. Smiljanica"
"362","52038131",405993609,NA,1,"A. Milosavljevica"
"363","52038131",2640482825,NA,2,"A. Sedmak"
"364","52050222",2132373286,4068193,2,"A. Rašović"
"365","52050222",2133824624,4068193,1,"R. Marković"
"366","52118838",175593089,4068193,2,"Ivana Vidanović"
"367","52118838",2036559863,4068193,3,"Antun Balaž"
"368","52268473",2656109443,4068193,2,"Zc. Martinovic"
"369","52316211",1511795759,NA,4,"Ivan Arandjelovic"
"370","52347317",1869251669,NA,1,"Ildegardis Bertol"
"371","53200579",2239734924,4068193,1,"Z. Lj. Petrovic"
"372","53287480",2719047369,NA,1,"Aida Hanic"
"373","53390518",458746472,1338511612,1,"P.M. Seferović"
"374","53390518",685946030,NA,6,"A. Jotić"
"375","53390518",1072859196,NA,3,"A.D. Ristić"
"376","53390518",1980544882,NA,5,"K. Lalić"
"377","53390518",2058919005,NA,2,"I. Milinković"
"378","53390518",2167895323,1338511612,8,"N. Lalić"
"379","53390518",2631451157,NA,4,"J.P. Seferović Mitrović"
"380","53482568",2519412145,4068193,1,"Mirjana Radovic"
"381","53500105",458746472,NA,3,"Petar M. Seferović"
"382","53500105",2799647861,NA,2,"Arsen D. Ristić"
"383","53678802",1984454093,4068193,1,"D. S. Mitrinović"
"384","53697519",2566205351,NA,1,"R. Stojanović"
"385","54748210",2149915622,4068193,1,"Z. Radovic"
"386","54748210",2709961741,NA,2,"L. Dobrosavljevic-Grujic"
"387","54836403",2565769232,4068193,3,"Nebojsa Petrovic"
"388","55556983",2020399213,4068193,3,"Božica Bojović"
"389","55556983",2023014427,4068193,4,"Ivan Đuričić"
"390","55556983",2037508911,4068193,2,"Marina Nikolić"
"391","55556983",2713559120,4068193,1,"Ivana Petrović"
"392","55702369",1900635070,4068193,1,"B. D. Janković"
"393","55702369",2020856497,4068193,3,"Spomenka Petrović"
"394","55702369",2183055187,4068193,2,"Katarina Isaković"
"395","55999670",2008251531,170253739,2,"Milos Stojmenovic"
"396","55999670",2286711729,170253739,1,"Stojan Milovanovic"
"397","56033451",2277150935,4068193,2,"Ivan Misic"
"398","56033451",2284475641,4068193,1,"Milos Subotic"
"399","56033451",2303484734,4068193,3,"Milan Tuba"
"400","56052400",2480738990,4068193,2,"B. Djordjević"
"401","56052400",2686439384,NA,1,"M. Baošić"
"402","56077549",31634163,4068193,7,"Olgica Djurković-Djaković"
"403","56077549",47224142,4068193,2,"Vladimir Ivović"
"404","56077549",1916234840,4068193,3,"Marija Vujanić"
"405","56077549",2062460323,4068193,6,"Aleksandra Nikolić"
"406","56077549",2130200825,4068193,1,"Tijana Živković"
"407","56077549",2138634867,4068193,4,"Ivana Klun"
"408","56077549",2322493543,4068193,5,"Branko Bobić"
"409","56580779",2141693899,243754102,6,"Raimundo Wilane de Figueiredo"
"410","56741150",2622104569,4068193,3,"Ivan M. Jovanović"
"411","57067371",2058865964,4068193,1,"Zoran Bojkovic"
"412","57359408",2004738345,NA,2,"Marina Svetel"
"413","57359408",2040259043,NA,1,"Darija Kisić Tepavčević"
"414","57359408",2079046587,NA,3,"Tatjana Pekmezović"
"415","57359408",2418397359,NA,5,"Vladimir S. Kostić"
"416","57359408",2920451891,NA,4,"Igor Petrović"
"417","58086598",2318985270,4068193,1,"B. V. Stanic"
"418","58086598",2639195424,4068193,2,"M. M. Skoric"
"419","58126975",2303484734,NA,1,"Milan Tuba"
"420","58325938",265021879,4068193,1,"Ivana Pantelic"
"421","58325938",2147142478,4068193,2,"Milica Lukic"
"422","58325938",2196378286,4068193,5,"Snezana Savic"
"423","58510184",2645180013,4068193,1,"J. Milivojevic"
"424","58555460",2042210800,4068193,1,"Boško Rašuo"
"425","58813244",2143934273,199691007,2,"Amarilis Labes Barcellos"
"426","59067317",2047778446,130442723,3,"Aida Terezinha Santos Matsumura"
"427","59475531",1838212852,4068193,3,"Vesna Manojlovic"
"428","59475531",2095465678,4068193,1,"Milos Arsenovic"
"429","59475531",2576894896,4068193,2,"Vladimir Bozin"
"430","59575928",1627696443,4068193,1,"J. M. Nahman"
"431","59765771",2174213230,52418104,1,"Adaucto Bellarmino de Pereira Netto"
"432","60433283",2762562592,NA,1,"Mark Clement"
"433","60457866",2029769582,1304155728,4,"Sergej Tomić"
"434","60457866",2130025738,152518017,5,"Miodrag Čolić"
"435","60457866",2130025738,1304155728,5,"Miodrag Čolić"
"436","60572476",2617012641,NA,4,"Predrag Janicic"
"437","60628349",2675153743,NA,1,"M. Mitic"
"438","60941802",2106232882,NA,1,"Hugh T. O'donnell"
"439","61295836",2342433445,NA,1,"Cornelius Croitoru"
"440","62219239",2019911770,4068193,1,"Mirjana Joksimović Todorović"
"441","62237399",1978546493,4068193,2,"Lazić J"
"442","62237399",2136007710,4068193,1,"Nikolić B"
"443","62237399",2493450673,4068193,3,"Rakić S"
"444","62237399",2580966093,4068193,5,"Curković A"
"445","62237399",2643327426,4068193,4,"Dragojević-Dikić S"
"446","62237399",2651016590,4068193,6,"Lacković"
"447","62283769",1984454093,4068193,1,"D. S. Mitrinović"
"448","62348748",198545322,4068193,3,"Cvetana Krstev"
"449","62348748",1976962441,4068193,4,"Ivan Obradović"
"450","62348748",2006480665,4068193,6,"Mladen Stanojević"
"451","62348748",2047150294,4068193,5,"Gordana Pavlović-Lažetić"
"452","62348748",2061579312,4068193,1,"Duško Vitas"
"453","62348748",2188038007,4068193,2,"Ljubomir Popović"
"454","62390925",2708770980,4068193,1,"Drago Cvijanovic"
"455","62477309",1412014680,4068193,1,"Dušan S. Golubović"
"456","62477309",2188232216,4068193,3,"Jovan B. Radunović"
"457","62477309",2283852545,4068193,2,"Petar S. Matavulj"
"458","62597382",2336446020,NA,1,"Marko Malovic"
"459","62842478",1984454093,4068193,1,"D. S. Mitrinović"
"460","63215982",2012637079,NA,5,"V. Milošević"
"461","63215982",2035674380,NA,2,"M. Lovren"
"462","63215982",2152018533,NA,3,"M. Sekuli'c"
"463","63215982",2649258326,NA,1,"N. Nestorovi'c"
"464","63215982",2649265136,NA,4,"B. Filipovi'c"
"465","63298805",2516089886,861853513,1,"Miguel Ibanez de Berganza"
"466","63508415",2058865964,4068193,1,"Zoran Bojkovic"
"467","63555736",2658385826,NA,1,"J. Jarić"
